window_number,query_registered_at,first_data_received_at,expected_window_close,last_chunk_received_at,interval_trigger_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,interval_wait_ms,computation_ms,result_value
1,1770214851440,1770214858962,1770214971440,1770214906271,1770214911480,1770214911809,-59631,-67153,5209,329,-22.985436458709678
2,1770214851440,1770214858962,1770215031440,1770214973427,1770214973416,1770214973427,-58013,-65535,-11,11,-22.991039780944398
