window_number,query_registered_at,first_data_received_at,expected_window_close,last_data_received_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,latency_from_last_data_ms,result_value
1,1770207520410,1770207552120,1770207640410,1770207582072,1770207582073,-58337,-90047,1,-22.96599201970014
2,1770207520410,1770207552120,1770207700410,1770207642177,1770207642178,-58232,-89942,1,-22.74148416008579
