window_number,query_registered_at,first_data_received_at,expected_window_close,last_chunk_received_at,interval_trigger_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,interval_wait_ms,computation_ms,result_value
1,1770249009006,1770249040839,1770249129006,1770249040841,1770250040319,1770250040508,911502,879669,999478,189,-22.99759120940171
