timestamp,cpu_user,cpu_system,rss,heapTotal,heapUsed,heapUsedMB,external
1770206738315,6565.47,1822.41,95043584,44351488,39600824,37.77,3129354
1770206738415,6568.85,1824.40,95289344,44351488,39850608,38.00,3138888
1770206738517,6569.12,1824.55,95289344,44351488,39852072,38.01,3138888
1770206738617,6573.39,1826.56,95502336,44351488,39336104,37.51,3148422
1770206738718,6573.52,1826.63,95502336,44351488,39337568,37.52,3148422
1770206738819,6573.75,1826.71,95502336,44351488,39339008,37.52,3148422
1770206738920,6576.82,1828.02,95502336,44351488,39589104,37.76,3128681
1770206739021,6576.94,1828.08,95502336,44351488,39590568,37.76,3128681
1770206739122,6578.50,1829.01,95502336,44351488,39840160,37.99,3138215
1770206739223,6578.60,1829.06,95502336,44351488,39841624,38.00,3138215
1770206739324,6578.74,1829.12,95502336,44351488,39843064,38.00,3138215
1770206739425,6581.84,1830.79,95502336,44351488,39412008,37.59,3147749
1770206739526,6582.12,1830.92,95502336,44351488,39413472,37.59,3147749
1770206739627,6585.11,1832.77,95502336,44351488,39663104,37.83,3128012
1770206739728,6585.39,1832.87,95502336,44351488,39664544,37.83,3128012
1770206739830,6585.80,1833.08,95502336,44351488,39665984,37.83,3128012
1770206739930,6592.74,1834.98,95502336,44351488,39923880,38.07,3137546
1770206740031,6592.90,1835.10,95502336,44351488,39925320,38.08,3137546
1770206740132,6595.81,1836.75,95502336,44351488,39510608,37.68,3147080
1770206740234,6595.92,1836.83,95502336,44351488,39512072,37.68,3147080
1770206740334,6596.05,1836.91,95502336,44351488,39513512,37.68,3147080
1770206740436,6604.20,1838.80,95502336,44351488,39772432,37.93,3128012
1770206740536,6604.30,1838.86,95502336,44351488,39773872,37.93,3128012
1770206740638,6607.80,1840.61,95502336,44351488,40023456,38.17,3137546
1770206740737,6608.15,1840.86,95502336,44351488,40024896,38.17,3137546
1770206740838,6608.35,1841.00,95502336,44351488,40026336,38.17,3137546
1770206740939,6614.08,1842.94,95502336,44351488,40281576,38.42,3147080
1770206741040,6614.25,1843.04,95502336,44351488,40283016,38.42,3147080
1770206741140,6617.64,1845.08,95502336,44351488,39771728,37.93,3156614
1770206741240,6617.84,1845.19,95502336,44351488,39773192,37.93,3156614
1770206741341,6618.02,1845.31,95502336,44351488,39774632,37.93,3156614
