timestamp,message
1759310330913,"SubQuery_0_query_registered"
1759310361230,"RStream result generated: -16.0 at timestamp: 1759310361230"
1759310361230,"Filtered out result due to timing: -16.0"
1759310391528,"RStream result generated: -8.695410 at timestamp: 1759310391528"
1759310391528,"Processing valid result: -8.695410"
1759310391528,"Generated aggregation event for result: -8.695410"
1759310391529,"Successfully published result: -8.695410"
1759310404042,"SubQuery_0_query_registered"
1759310434394,"RStream result generated: -16.0 at timestamp: 1759310434394"
1759310434394,"Filtered out result due to timing: -16.0"
1759310454392,"SubQuery_0_query_registered"
1759310484771,"RStream result generated: -16.0 at timestamp: 1759310484771"
1759310484771,"Filtered out result due to timing: -16.0"
1759310514919,"RStream result generated: -8.695410 at timestamp: 1759310514919"
1759310514919,"Processing valid result: -8.695410"
1759310514919,"Generated aggregation event for result: -8.695410"
1759310514920,"Successfully published result: -8.695410"
1759310527520,"SubQuery_0_query_registered"
1759310557744,"RStream result generated: -16.0 at timestamp: 1759310557744"
1759310557744,"Filtered out result due to timing: -16.0"
1759310578290,"SubQuery_0_query_registered"
1759310608652,"RStream result generated: -16.0 at timestamp: 1759310608652"
1759310608652,"Filtered out result due to timing: -16.0"
1759310638803,"RStream result generated: -8.695410 at timestamp: 1759310638803"
1759310638803,"Processing valid result: -8.695410"
1759310638803,"Generated aggregation event for result: -8.695410"
1759310638805,"Successfully published result: -8.695410"
1759310651420,"SubQuery_0_query_registered"
1759310681608,"RStream result generated: -16.0 at timestamp: 1759310681608"
1759310681608,"Filtered out result due to timing: -16.0"
1759310702184,"SubQuery_0_query_registered"
1759311001683,"SubQuery_0_query_registered"
1759311092295,"SubQuery_0_query_registered"
1759311122674,"RStream result generated: -16.0 at timestamp: 1759311122674"
1759311122674,"Filtered out result due to timing: -16.0"
1759311152791,"RStream result generated: -8.695410 at timestamp: 1759311152791"
1759311152792,"Processing valid result: -8.695410"
1759311152792,"Generated aggregation event for result: -8.695410"
1759311152793,"Successfully published result: -8.695410"
1759311165410,"SubQuery_0_query_registered"
1759311195625,"RStream result generated: -16.0 at timestamp: 1759311195625"
1759311195625,"Filtered out result due to timing: -16.0"
1759311226017,"RStream result generated: -16.0 at timestamp: 1759311226017"
1759311226017,"Processing valid result: -16.0"
1759311226017,"Generated aggregation event for result: -16.0"
1759311226018,"Successfully published result: -16.0"
1759311238642,"SubQuery_0_query_registered"
