window_number,query_registered_at,first_data_received_at,expected_window_close,last_data_received_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,latency_from_last_data_ms,result_value
1,1770196328859,1770196360502,1770196448859,1770196390450,1770196390451,-58408,-90051,1,49.968076697245465
