window_number,query_registered_at,first_data_received_at,expected_window_close,last_obs_received_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,latency_from_last_obs_ms,result_value
1,1770195588161,1770195589962,1770195708161,1770195650155,1770195650300,-57861,-59662,145,50.15734920711297
