window_number,query_registered_at,first_data_received_at,expected_window_close,last_data_received_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,latency_from_last_data_ms,result_value
1,1770195773666,1770195805326,1770195893666,1770195835268,1770195835269,-58397,-90057,1,50.05513364407253
2,1770195773666,1770195805326,1770195953666,1770195895357,1770195895357,-58309,-89969,0,49.913305935155236
