window_number,query_registered_at,first_data_received_at,expected_window_close,last_data_received_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,latency_from_last_data_ms,result_value
1,1770208250721,1770208282353,1770208370721,1770208312308,1770208312309,-58412,-90044,1,-22.477242476324967
2,1770208250721,1770208282353,1770208430721,1770208372429,1770208372430,-58291,-89923,1,-23.003383860465526
