window_number,query_registered_at,first_data_received_at,expected_window_close,last_chunk_received_at,interval_trigger_at,result_emitted_at,latency_from_query_reg_ms,latency_from_data_start_ms,interval_wait_ms,computation_ms,result_value
1,1770210555789,1770210587515,1770210675789,1770210617434,1770210617434,1770210617725,-58064,-89790,0,291,-22.931070794979075
2,1770210555789,1770210587515,1770210735789,1770210707455,1770210707455,1770210707469,-28320,-60046,0,14,-22.870086543255812
